State,County,Pop 2010,Pop 2011,Pop 2012,Pop 2013,Pop 2014,Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019
Indiana,Switzerland County,10613,10632,10462,10598,10564,10614,10641,10686,10731,10751
Indiana,Tippecanoe County,172780,175861,179124,181953,184433,186723,190292,191199,193817,195732
Indiana,Tipton County,15936,15816,15659,15544,15405,15249,15163,15137,15112,15148
Indiana,Union County,7516,7496,7352,7307,7241,7185,7139,7159,7029,7054
Indiana,Vanderburgh County,179703,180468,181040,181580,181934,181504,181427,180954,181120,181451
Indiana,Vermillion County,16212,16072,15923,15852,15659,15593,15593,15503,15510,15498
Indiana,Vigo County,107848,108330,108523,108200,107920,107533,107790,107569,107367,107038
Indiana,Wabash County,32888,32567,32386,32269,32100,31860,31513,31380,31198,30996
Indiana,Warren County,8508,8470,8392,8369,8339,8270,8165,8204,8280,8265
Indiana,Warrick County,59689,60201,60347,60852,60956,61522,62005,62401,62474,62998
Indiana,Washington County,28262,28196,27913,27779,27886,27774,27728,27771,27932,28036
Indiana,Wayne County,68917,68636,68224,67785,67378,66972,66630,66179,66046,65884
Indiana,Wells County,27636,27738,27707,27715,27814,27851,27865,27958,28083,28296
Indiana,White County,24643,24592,24466,24401,24433,24274,24074,24163,24133,24102
Indiana,Whitley County,33292,33358,33335,33283,33444,33444,33475,33722,34047,33964
Iowa,Iowa,3046355,3066336,3076190,3092997,3109350,3120960,3131371,3141550,3148618,3155070
Iowa,Adair County,7682,7546,7468,7387,7368,7145,7005,7051,7074,7152
Iowa,Adams County,4029,3994,3910,3891,3877,3754,3692,3657,3644,3602
Iowa,Allamakee County,14330,14222,14149,14071,14062,13874,13851,13803,13852,13687
Iowa,Appanoose County,12887,12848,12707,12654,12671,12577,12505,12353,12401,12426
Iowa,Audubon County,6119,6004,5865,5863,5771,5711,5626,5550,5471,5496
Iowa,Benton County,26076,26078,25830,25699,25623,25608,25644,25656,25625,25645
Iowa,Black Hawk County,131090,131584,131878,132933,133390,133701,133077,132238,131723,131228
Iowa,Boone County,26306,26288,26136,26284,26290,26443,26416,26443,26312,26234
Iowa,Bremer County,24276,24381,24496,24579,24670,24746,24747,24823,24941,25062
Iowa,Buchanan County,20958,20911,20994,21026,21131,21105,21007,21126,21178,21175
Iowa,Buena Vista County,20260,20311,20561,20649,20606,20374,20325,20144,19826,19620
Iowa,Butler County,14867,14966,14971,14975,14959,14881,14702,14592,14525,14439
Iowa,Calhoun County,9670,10064,9913,9898,9845,9801,9811,9729,9711,9668
Iowa,Carroll County,20816,20860,20654,20541,20499,20423,20388,20274,20153,20165
Iowa,Cass County,13956,13765,13700,13572,13395,13351,13176,13144,12948,12836
Iowa,Cedar County,18499,18358,18296,18226,18276,18254,18348,18490,18564,18627
Iowa,Cerro Gordo County,44151,43971,43699,43528,43206,42983,43096,42999,42642,42450
Iowa,Cherokee County,12072,12024,11951,11874,11801,11483,11394,11307,11295,11235
Iowa,Chickasaw County,12439,12405,12287,12274,12252,12151,12094,12002,11952,11933
Iowa,Clarke County,9286,9317,9341,9245,9196,9219,9288,9396,9502,9395
Iowa,Clay County,16667,16597,16539,16438,16484,16498,16295,16141,16106,16016
Iowa,Clayton County,18129,18017,17946,17793,17768,17726,17661,17648,17540,17549
Iowa,Clinton County,49116,49102,48701,48281,47895,47558,47248,46874,46437,46429
Iowa,Crawford County,17096,17217,17299,17360,17168,17082,17103,17076,17089,16820
Iowa,Dallas County,66135,69696,72235,74949,77739,80631,84248,87208,89953,93453
Iowa,Davis County,8753,8771,8707,8769,8756,8777,8884,8969,8972,9000
Iowa,Decatur County,8457,8249,8239,8216,8209,8137,8053,7947,7890,7870
Iowa,Delaware County,17764,17632,17567,17473,17395,17393,17288,17143,17081,17011
Iowa,Des Moines County,40325,40066,40229,40395,40096,39874,39613,39326,39149,38967
Iowa,Dickinson County,16667,16859,16925,16878,16840,17004,17109,17141,17121,17258
Iowa,Dubuque County,93653,94593,95159,95945,96481,96850,96763,97066,96922,97311
Iowa,Emmet County,10302,10089,9944,9880,9821,9702,9581,9422,9277,9208
Iowa,Fayette County,20880,20976,20774,20519,20290,20142,19858,19687,19679,19650
Iowa,Floyd County,16303,16095,16087,16023,15999,15910,15857,15767,15752,15642
Iowa,Franklin County,10680,10693,10509,10507,10433,10319,10177,10160,10085,10070
Iowa,Fremont County,7441,7371,7141,7069,7030,6912,6947,6930,6981,6960
Iowa,Greene County,9336,9332,9181,9159,9124,8944,9001,8954,8965,8888
Iowa,Grundy County,12453,12478,12437,12341,12390,12405,12286,12298,12272,12232
Iowa,Guthrie County,10954,10859,10762,10671,10686,10649,10642,10645,10720,10689
Iowa,Hamilton County,15673,15467,15321,15343,15217,15218,15075,15032,14886,14773
Iowa,Hancock County,11341,11292,11175,11131,11040,11028,10887,10756,10710,10630
Iowa,Hardin County,17534,17375,17359,17388,17332,17253,17196,17073,16937,16846
Iowa,Harrison County,14928,14764,14475,14357,14265,14139,14046,14107,14105,14049
Iowa,Henry County,20145,20243,19992,20021,19834,19843,19833,20044,20033,19954
Iowa,Howard County,9566,9546,9548,9439,9353,9313,9257,9229,9172,9158
Iowa,Humboldt County,9815,9782,9723,9677,9636,9556,9530,9569,9559,9558
Iowa,Ida County,7089,7046,7044,7074,6971,6968,6961,6869,6846,6860
Iowa,Iowa County,16355,16323,16180,16281,16317,16282,16192,16133,16155,16184
Iowa,Jackson County,19848,19734,19685,19517,19431,19366,19393,19382,19427,19439
Iowa,Jasper County,36842,36622,36574,36728,36886,36750,36736,36995,37189,37185
Iowa,Jefferson County,16843,17096,17278,17629,17793,17906,18063,18219,18256,18295
Iowa,Johnson County,130882,134086,137103,140151,142730,144943,146928,149325,150549,151140
Iowa,Jones County,20638,20743,20601,20519,20548,20433,20392,20618,20673,20681
Iowa,Keokuk County,10511,10398,10427,10337,10283,10171,10170,10141,10213,10246
Iowa,Kossuth County,15543,15400,15413,15332,15229,15158,15104,14939,14878,14813
Iowa,Lee County,35862,35569,35541,35236,35059,34894,34458,34216,33909,33657
Iowa,Linn County,211226,214207,215485,216488,218129,220271,222188,224379,225763,226706
Iowa,Louisa County,11387,11381,11360,11348,11250,11285,11221,11195,11153,11035
Iowa,Lucas County,8898,8880,8778,8697,8636,8610,8555,8533,8617,8600
Iowa,Lyon County,11581,11692,11757,11695,11703,11747,11780,11785,11815,11755
Iowa,Madison County,15679,15740,15641,15483,15616,15720,15796,16000,16206,16338
Iowa,Mahaska County,22381,22501,22398,22421,22363,22312,22186,22211,22018,22095
Iowa,Marion County,33309,33270,33274,33014,33269,33109,33146,33091,33259,33253
Iowa,Marshall County,40648,41013,41032,40995,40722,40352,40135,40078,39888,39369
Iowa,Mills County,15059,15029,14873,14905,14760,14882,15053,15060,15068,15109
Iowa,Mitchell County,10776,10709,10716,10669,10700,10676,10644,10563,10571,10586
Iowa,Monona County,9243,9238,9091,9032,8899,8866,8786,8724,8659,8615
Iowa,Monroe County,7970,8060,8073,7979,7958,7924,7836,7798,7768,7707
Iowa,Montgomery County,10740,10632,10540,10404,10384,10149,10124,10112,9961,9917
Iowa,Muscatine County,42745,42842,42916,43010,43028,43068,42968,42872,42874,42664
Iowa,O'Brien County,14398,14218,14156,14045,14042,13926,13926,13774,13798,13753
Iowa,Osceola County,6462,6316,6204,6236,6231,6160,6095,6021,6028,5958
Iowa,Page County,15932,15898,15702,15516,15483,15462,15329,15213,15229,15107
Iowa,Palo Alto County,9421,9354,9279,9164,9120,9140,9034,9052,8903,8886
Iowa,Plymouth County,24986,24818,24830,24931,24911,24899,25180,25060,25024,25177
Iowa,Pocahontas County,7310,7204,7143,7112,7097,6967,6854,6833,6714,6619
Iowa,Polk County,430640,438737,444671,452657,460898,467304,474277,480487,485833,490161
Iowa,Pottawattamie County,93158,93498,92916,92855,93258,93563,93518,93416,93264,93206
Iowa,Poweshiek County,18914,18896,18728,18606,18608,18358,18279,18334,18467,18504
Iowa,Ringgold County,5131,5049,5027,4971,4961,4977,4985,5024,4940,4894
Iowa,Sac County,10350,10222,10161,10030,10048,9966,9816,9803,9705,9721
Iowa,Scott County,165224,166629,168347,170201,171310,171903,172135,172448,172803,172943
Iowa,Shelby County,12167,11992,12024,11899,11878,11789,11655,11574,11559,11454
Iowa,Sioux County,33704,34016,34282,34503,34635,34754,34944,34781,34802,34855
Iowa,Story County,89542,91136,92003,93877,95802,96636,96893,97278,96781,97117
Iowa,Tama County,17767,17614,17501,17430,17309,17217,17192,17029,16869,16854
Iowa,Taylor County,6317,6304,6260,6233,6175,6246,6213,6095,6160,6121
Iowa,Union County,12534,12556,12586,12616,12627,12430,12360,12459,12298,12241
Iowa,Van Buren County,7570,7513,7449,7434,7390,7296,7241,7155,7013,7044
Iowa,Wapello County,35625,35486,35431,35507,35426,35456,35265,35022,34991,34969
Iowa,Warren County,46225,46645,46895,47358,47827,48468,49356,50078,51014,51466
Iowa,Washington County,21704,21822,21903,21944,22029,22145,22126,22204,22058,21965
Iowa,Wayne County,6403,6337,6329,6385,6376,6359,6447,6492,6405,6441
Iowa,Webster County,38013,37745,37323,37327,37069,37066,36781,36637,36339,35904
Iowa,Winnebago County,10866,10696,10602,10430,10556,10603,10602,10573,10539,10354
Iowa,Winneshiek County,21056,21051,21041,20840,20696,20745,20427,20129,20017,19991
Iowa,Woodbury County,102172,102720,102321,102284,102292,102492,102686,102132,102515,103107
Iowa,Worth County,7598,7561,7496,7489,7557,7503,7471,7455,7413,7381
Iowa,Wright County,13229,13034,13020,12982,12906,12841,12839,12765,12690,12562
Kansas,Kansas,2853118,2869225,2885257,2893212,2900475,2909011,2910844,2908718,2911359,2913314
Kansas,Allen County,13371,13350,13306,13069,12892,12683,12670,12555,12501,12369
Kansas,Anderson County,8102,8060,7919,7854,7881,7816,7812,7833,7848,7858
Kansas,Atchison County,16924,16753,16774,16688,16523,16418,16376,16298,16173,16073
Kansas,Barber County,4861,4923,4867,4909,4881,4824,4673,4570,4465,4427
Kansas,Barton County,27674,27697,27520,27443,27334,27159,26878,26394,26057,25779
Kansas,Bourbon County,15173,14944,14878,14835,14797,14733,14624,14609,14542,14534
Kansas,Brown County,9984,9972,9866,9912,9785,9708,9641,9609,9610,9564
Kansas,Butler County,65880,65838,65669,65671,65861,66249,66652,66845,66833,66911
Kansas,Chase County,2790,2769,2743,2690,2654,2656,2632,2651,2600,2648
Kansas,Chautauqua County,3669,3610,3559,3529,3456,3387,3360,3315,3304,3250
Kansas,Cherokee County,21603,21359,21192,20899,20768,20535,20256,20129,20035,19939
Kansas,Cheyenne County,2726,2693,2667,2671,2686,2674,2667,2684,2645,2657
Kansas,Clark County,2215,2120,2165,2178,2114,2081,2065,1995,1994,1994
Kansas,Clay County,8535,8529,8504,8388,8301,8293,8105,8006,8003,8002
Kansas,Cloud County,9533,9421,9417,9355,9331,9188,9070,8912,8734,8786
Kansas,Coffey County,8601,8487,8467,8377,8394,8291,8339,8228,8232,8179
Kansas,Comanche County,1891,1882,1914,1926,1950,1827,1838,1759,1736,1700
Kansas,Cowley County,36311,36249,36267,36170,35896,35752,35650,35297,35149,34908
Kansas,Crawford County,39134,39204,39324,39250,39269,39139,39046,38925,38911,38818
Kansas,Decatur County,2961,2927,2884,2908,2897,2923,2828,2863,2860,2827
Kansas,Dickinson County,19754,19685,19705,19433,19305,19206,18956,18829,18682,18466
Kansas,Doniphan County,7945,7960,7890,7876,7840,7788,7718,7657,7658,7600
Kansas,Douglas County,110826,112479,113313,114713,116445,118141,119662,120281,121109,122259
Kansas,Edwards County,3037,3019,2965,2967,3025,2955,2899,2873,2820,2798
Kansas,Elk County,2882,2786,2661,2633,2696,2574,2511,2514,2484,2530
Kansas,Ellis County,28452,28765,29089,29030,28963,28999,28942,28735,28646,28553
Kansas,Ellsworth County,6497,6461,6462,6365,6345,6302,6302,6284,6163,6102
Kansas,Finney County,36776,37115,37110,37073,37119,37148,36885,36720,36528,36467
Kansas,Ford County,33848,34372,34665,34879,34930,34629,34552,34218,33877,33619
Kansas,Franklin County,25992,25856,25825,25734,25531,25469,25523,25631,25625,25544
Kansas,Geary County,34362,35294,37903,36797,36446,36681,35223,33774,32777,31670
Kansas,Gove County,2695,2726,2759,2794,2748,2698,2622,2622,2611,2636
Kansas,Graham County,2597,2635,2581,2588,2557,2591,2562,2485,2475,2482
Kansas,Grant County,7829,7896,7832,7846,7787,7724,7675,7490,7294,7150
Kansas,Gray County,6006,6086,5963,5980,6062,6082,6031,6018,6076,5988
Kansas,Greeley County,1247,1255,1268,1283,1302,1302,1277,1226,1229,1232
Kansas,Greenwood County,6689,6611,6426,6358,6288,6233,6112,6067,6011,5982
Kansas,Hamilton County,2690,2637,2651,2620,2659,2568,2634,2616,2600,2539
Kansas,Harper County,6034,5937,5862,5842,5829,5781,5667,5580,5508,5436
Kansas,Harvey County,34684,34691,34754,34715,34597,34802,34726,34373,34183,34429
Kansas,Haskell County,4256,4235,4215,4126,4101,4089,4026,4019,3990,3968
Kansas,Hodgeman County,1916,1957,1927,1924,1883,1869,1851,1863,1822,1794
Kansas,Jackson County,13462,13427,13401,13310,13437,13285,13270,13332,13270,13171
Kansas,Jefferson County,19126,18942,18861,18773,18805,18794,18824,18932,18856,19043
Kansas,Jewell County,3077,3091,3054,3060,3043,2963,2880,2857,2845,2879
Kansas,Johnson County,544179,552907,559428,566351,572940,579684,586015,591305,598127,602401
Kansas,Kearny County,3977,3958,3971,3912,3938,3929,3890,3935,3941,3838
Kansas,Kingman County,7858,7891,7825,7801,7683,7636,7417,7275,7220,7152
Kansas,Kiowa County,2553,2558,2513,2534,2532,2570,2507,2486,2489,2475
Kansas,Labette County,21607,21377,21163,20871,20773,20628,20313,20129,19906,19618
Kansas,Lane County,1750,1743,1684,1698,1666,1630,1593,1548,1546,1535
Kansas,Leavenworth County,76227,77075,77644,78082,78554,79119,80244,81109,81497,81758
Kansas,Lincoln County,3241,3234,3181,3161,3184,3142,3077,3043,2998,2962
Kansas,Linn County,9656,9612,9485,9543,9536,9580,9606,9697,9771,9703
Kansas,Logan County,2756,2766,2794,2775,2768,2787,2818,2814,2812,2794
Kansas,Lyon County,33690,33652,33550,33479,33143,33133,33369,33257,33300,33195
Kansas,McPherson County,29180,29154,29221,29415,28896,28648,28429,28687,28528,28542
Kansas,Marion County,12660,12545,12376,12205,12188,12053,12017,11945,11923,11884
Kansas,Marshall County,10117,9983,10026,9973,9945,9845,9789,9687,9715,9707
Kansas,Meade County,4575,4519,4378,4286,4357,4301,4236,4230,4098,4033
Kansas,Miami County,32787,32737,32669,32834,32868,32758,32923,33429,33737,34237
Kansas,Mitchell County,6373,6284,6301,6309,6248,6294,6207,6137,6110,5979
Kansas,Montgomery County,35471,34779,34472,34444,34090,33436,32859,32390,32091,31829
Kansas,Morris County,5923,5864,5849,5719,5664,5628,5558,5467,5557,5620
Kansas,Morton County,3233,3176,3127,3116,3041,2953,2790,2747,2693,2587
Kansas,Nemaha County,10178,10088,10067,10092,10087,10094,10089,10060,10125,10231
Kansas,Neosho County,16512,16447,16420,16383,16325,16287,16127,16094,16025,16007
Kansas,Ness County,3107,3118,3077,3087,3089,3020,2957,2856,2796,2750
Kansas,Norton County,5671,5656,5586,5614,5534,5536,5491,5421,5419,5361
Kansas,Osage County,16295,16341,16176,16080,15970,15865,15811,15842,15938,15949
Kansas,Osborne County,3858,3833,3809,3800,3752,3641,3588,3539,3459,3421
Kansas,Ottawa County,6091,6064,6029,6044,6030,5934,5905,5817,5752,5704
Kansas,Pawnee County,6973,6978,6863,6863,6822,6769,6719,6665,6573,6414
Kansas,Phillips County,5642,5541,5521,5560,5494,5420,5402,5370,5276,5234
Kansas,Pottawatomie County,21604,22028,22331,22574,22740,23123,23605,23916,24209,24383
Kansas,Pratt County,9656,9644,9758,9778,9768,9697,9557,9500,9340,9164
Kansas,Rawlins County,2519,2508,2509,2563,2543,2506,2500,2473,2502,2530
Kansas,Reno County,64511,64429,64205,64079,63701,63596,63184,62714,62331,61998
Kansas,Republic County,4980,4892,4826,4767,4741,4688,4659,4654,4652,4636
Kansas,Rice County,10083,10097,9990,9978,9971,9925,9782,9563,9483,9537
Kansas,Riley County,71115,73424,77497,76923,76479,77185,75172,73977,74712,74232
Kansas,Rooks County,5181,5200,5221,5195,5204,5179,5118,5055,4995,4920
Kansas,Rush County,3307,3211,3208,3176,3161,3098,3054,3048,3056,3036
Kansas,Russell County,6970,6987,6990,6977,7007,7044,7007,6930,6902,6856
Kansas,Saline County,55606,55778,55829,55750,55511,55429,54955,54508,54387,54224
Kansas,Scott County,4936,4889,4853,4906,4966,4948,4979,4928,4909,4823
Kansas,Sedgwick County,498365,501011,504101,506442,508968,511083,513092,513176,513484,516042
Kansas,Seward County,22952,23128,23353,23311,23303,23273,22897,22245,21902,21428
Kansas,Shawnee County,177934,178948,178975,178650,178567,178689,178350,178056,177290,176875
Kansas,Sheridan County,2556,2502,2491,2500,2502,2475,2485,2526,2522,2521
Kansas,Sherman County,6010,6053,6120,6090,6067,5964,5955,5936,5917,5917
Kansas,Smith County,3853,3791,3753,3699,3729,3689,3656,3615,3590,3583
Kansas,Stafford County,4437,4380,4350,4339,4281,4215,4186,4186,4162,4156
Kansas,Stanton County,2235,2213,2155,2178,2141,2070,2105,2055,2025,2006
Kansas,Stevens County,5724,5631,5738,5808,5840,5789,5653,5551,5536,5485
Kansas,Sumner County,24132,23787,23635,23537,23384,23417,23183,23117,23019,22836
Kansas,Thomas County,7900,7941,7933,7933,7836,7895,7847,7821,7710,7777
Kansas,Trego County,3001,2954,2941,2945,2895,2907,2852,2843,2797,2803
Kansas,Wabaunsee County,7053,7038,6994,7025,6938,6887,6884,6832,6912,6931
Kansas,Wallace County,1485,1526,1523,1560,1501,1505,1502,1515,1489,1518
Kansas,Washington County,5799,5820,5727,5626,5610,5568,5564,5479,5450,5406
Kansas,Wichita County,2234,2259,2228,2192,2188,2167,2131,2121,2112,2119
Kansas,Wilson County,9409,9238,9120,9091,8970,8845,8698,8707,8666,8525
Kansas,Woodson County,3309,3322,3275,3215,3187,3144,3189,3130,3184,3138
Kansas,Wyandotte County,157505,158011,159379,160933,162246,163682,164785,165087,165321,165429
Kentucky,Kentucky,4339367,4369821,4386346,4404659,4414349,4425976,4438182,4452268,4461153,4467673
Kentucky,Adair County,18656,18987,18934,19124,19262,19162,19259,19287,19199,19202
Kentucky,Allen County,19956,20176,20232,20316,20493,20660,20721,20903,21122,21315
Kentucky,Anderson County,21421,21564,21694,21747,21868,21920,22191,22545,22641,22747
Kentucky,Ballard County,8249,8269,8285,8252,8188,8216,8046,8018,7992,7888
Kentucky,Barren County,42173,42321,42607,42937,43034,43546,43763,43746,44115,44249
Kentucky,Bath County,11591,11715,11780,11975,12130,12203,12246,12381,12444,12500
Kentucky,Bell County,28691,28658,28284,28031,27826,27370,27204,26863,26487,26032
Kentucky,Boone County,118811,121710,123412,125022,126677,128161,129503,130952,131901,133581
Kentucky,Bourbon County,19985,20051,20050,20026,20055,20166,20130,20092,20116,19788
Kentucky,Boyd County,49542,49407,49224,48880,48798,48471,48121,47808,47292,46718
Kentucky,Boyle County,28432,28800,29020,29632,29810,29782,29965,29972,30082,30060
Kentucky,Bracken County,8488,8510,8462,8423,8359,8290,8368,8285,8278,8303
Kentucky,Breathitt County,13878,13789,13612,13527,13366,13363,13177,12929,12787,12630
Kentucky,Breckinridge County,20059,20272,20074,20042,19883,19979,19982,20131,20309,20477
Kentucky,Bullitt County,74319,75195,75902,76878,78023,78677,79222,80269,81009,81676
Kentucky,Butler County,12690,12718,12738,12704,12736,12734,12686,12778,12743,12879
Kentucky,Caldwell County,12984,13027,12992,12887,12848,12748,12634,12666,12716,12747
Kentucky,Calloway County,37191,37667,38046,38425,38452,38656,38733,38832,38964,39001
Kentucky,Campbell County,90336,91241,91246,91423,91971,92124,92257,92878,93464,93584
Kentucky,Carlisle County,5104,5034,5027,4959,4961,4852,4783,4788,4739,4760
Kentucky,Carroll County,10811,10994,10874,10838,10738,10682,10614,10714,10712,10631
Kentucky,Carter County,27720,27627,27637,27600,27517,27439,27304,27214,27040,26797
Kentucky,Casey County,15955,15911,16024,16011,15782,15749,15775,15818,15926,16159
Kentucky,Christian County,73955,73464,74892,73612,73282,73075,71796,71024,70712,70461
Kentucky,Clark County,35613,35434,35685,35550,35622,35660,35851,35899,36180,36263
Kentucky,Clay County,21730,21591,21518,21186,21081,20974,20626,20251,20088,19901
Kentucky,Clinton County,10272,10158,10270,10175,10203,10183,10200,10212,10152,10218
Kentucky,Crittenden County,9315,9249,9220,9178,9175,9168,9131,8999,8896,8806
Kentucky,Cumberland County,6856,6870,6855,6790,6722,6737,6731,6710,6693,6614
Kentucky,Daviess County,96656,97159,97840,98294,98441,99485,100032,100461,100883,101511
Kentucky,Edmonson County,12161,12229,12091,12058,12007,11991,12076,12226,12249,12150
Kentucky,Elliott County,7852,7782,7633,7551,7532,7548,7491,7493,7499,7517
Kentucky,Estill County,14672,14654,14503,14482,14441,14373,14315,14178,14150,14106
Kentucky,Fayette County,295803,301696,305947,309865,311784,315819,319644,321964,322426,323152
Kentucky,Fleming County,14348,14483,14525,14536,14476,14578,14481,14439,14485,14581
Kentucky,Floyd County,39451,39752,39126,38474,37998,37531,36968,36296,35896,35589
Kentucky,Franklin County,49285,49313,49453,49478,49725,50070,50292,50492,50801,50991
Kentucky,Fulton County,6813,6747,6564,6389,6266,6266,6185,6163,6066,5969
Kentucky,Gallatin County,8589,8619,8552,8578,8636,8613,8719,8720,8766,8869
Kentucky,Garrard County,16912,16868,17006,16992,16972,17207,17382,17449,17519,17666
Kentucky,Grant County,24662,24765,24521,24565,24829,24736,24910,24973,25065,25069
Kentucky,Graves County,37121,37613,37566,37406,37583,37248,37217,37190,37319,37266
Kentucky,Grayson County,25746,25752,25792,25948,26066,26138,26093,26286,26293,26427
Kentucky,Green County,11258,11191,11277,11154,11017,10951,10969,11036,10998,10941
Kentucky,Greenup County,36910,36841,36686,36483,36303,36006,35824,35514,35332,35098
Kentucky,Hancock County,8565,8588,8642,8626,8681,8641,8723,8778,8738,8722
Kentucky,Hardin County,105543,107497,108198,108969,108483,106272,106964,108161,110279,110958
Kentucky,Harlan County,29278,29129,28681,28489,28014,27506,26996,26676,26309,26010
Kentucky,Harrison County,18846,18689,18622,18571,18636,18641,18569,18735,18780,18886
Kentucky,Hart County,18199,18289,18401,18464,18512,18421,18541,18745,18902,19035
Kentucky,Henderson County,46250,46334,46419,46338,46366,46344,46212,45867,45512,45210
Kentucky,Henry County,15416,15375,15336,15432,15547,15563,15834,15972,16061,16126
Kentucky,Hickman County,4902,4783,4737,4708,4679,4612,4607,4518,4431,4380
Kentucky,Hopkins County,46920,46844,46607,46424,46155,46055,45598,45293,45024,44686
Kentucky,Jackson County,13494,13384,13307,13391,13307,13325,13364,13422,13403,13329
Kentucky,Jefferson County,741096,746361,751629,759183,761725,764946,767464,769828,768101,766757
Kentucky,Jessamine County,48586,48892,49467,50120,50871,51809,52219,53259,53757,54115
Kentucky,Johnson County,23356,23417,23403,23458,23252,23128,22858,22606,22391,22188
Kentucky,Kenton County,159720,160526,161704,163131,163623,164478,164962,165608,166292,166998
Kentucky,Knott County,16346,16312,16127,16092,15944,15680,15492,15244,15076,14806
Kentucky,Knox County,31883,31878,31494,31638,31540,31465,31471,31444,31300,31145
Kentucky,Larue County,14193,14179,14048,14019,14106,14110,14018,14196,14299,14398
Kentucky,Laurel County,58849,59359,59534,59701,59897,59919,60078,60317,60660,60813
Kentucky,Lawrence County,15860,15941,15891,15901,15878,15861,15839,15756,15583,15317
Kentucky,Lee County,7887,7707,7581,6876,6796,6746,6604,6602,7052,7403
Kentucky,Leslie County,11310,11237,11140,10985,10830,10644,10431,10310,10151,9877
Kentucky,Letcher County,24519,24376,24011,23540,23357,23049,22759,22303,21813,21553
Kentucky,Lewis County,13870,13837,13839,13751,13830,13663,13516,13363,13268,13275
Kentucky,Lincoln County,24742,24721,24404,24438,24429,24342,24382,24495,24612,24549
Kentucky,Livingston County,9519,9502,9435,9332,9329,9289,9198,9249,9244,9194
Kentucky,Logan County,26835,26847,26722,26976,26812,26746,26678,27003,26983,27102
Kentucky,Lyon County,8314,8435,8446,8452,8411,8474,8238,8261,8171,8210
Kentucky,McCracken County,65565,65794,65584,65337,65318,64948,65304,65364,65307,65418
Kentucky,McCreary County,18306,18283,18051,17925,17922,17883,17548,17372,17290,17231
Kentucky,McLean County,9531,9508,9490,9453,9407,9395,9337,9216,9258,9207
Kentucky,Madison County,82916,84775,85394,85934,87080,88212,89532,91170,92107,92987
Kentucky,Magoffin County,13333,13220,13061,12941,12980,12784,12668,12519,12323,12161
Kentucky,Marion County,19820,20001,19918,19928,19079,19212,19135,19276,19326,19273
Kentucky,Marshall County,31448,31261,31261,31215,30993,31059,31280,31318,31202,31100
Kentucky,Martin County,12929,12829,12725,12651,12494,12285,11945,11492,11325,11195
Kentucky,Mason County,17490,17546,17460,17323,17133,17050,17167,17192,17080,17070
Kentucky,Meade County,28602,29643,29255,29240,29086,27725,27959,28033,28623,28572
Kentucky,Menifee County,6306,6419,6338,6341,6304,6373,6449,6465,6437,6489
Kentucky,Mercer County,21331,21275,21323,21291,21360,21377,21405,21542,21702,21933
Kentucky,Metcalfe County,10099,10070,9983,9960,9997,9925,10020,10093,10070,10071
Kentucky,Monroe County,10963,10918,10848,10715,10674,10618,10539,10597,10732,10650
Kentucky,Montgomery County,26499,26751,26860,27229,27365,27576,27666,27913,28109,28157
Kentucky,Morgan County,13923,13719,13531,13362,13343,13267,13260,13230,13372,13309
Kentucky,Muhlenberg County,31499,31528,31382,31323,31302,31245,31150,30925,30811,30622
Kentucky,Nelson County,43437,44062,44401,44540,44858,45114,45497,45591,45813,46233
Kentucky,Nicholas County,7135,7088,7008,7008,7050,7059,7083,7160,7195,7269
Kentucky,Ohio County,23842,23985,24021,23975,23948,24021,24158,24116,24064,23994
Kentucky,Oldham County,60316,60772,62105,63062,63969,64556,65410,66557,66512,66799
Kentucky,Owen County,10841,10825,10762,10645,10657,10736,10668,10794,10881,10901
Kentucky,Owsley County,4755,4806,4681,4599,4502,4445,4472,4402,4474,4415
Kentucky,Pendleton County,14877,14662,14552,14565,14476,14487,14595,14602,14588,14590
Kentucky,Perry County,28712,28698,28295,27982,27554,27373,27197,26586,26208,25758
Kentucky,Pike County,65024,64908,64582,63853,62931,61781,60431,58905,58492,57876
Kentucky,Powell County,12613,12618,12471,12470,12349,12226,12266,12297,12371,12359
Kentucky,Pulaski County,63063,63510,63514,63793,63866,63862,64013,64314,64584,64979
Kentucky,Robertson County,2282,2290,2214,2214,2185,2134,2125,2120,2130,2108
Kentucky,Rockcastle County,17056,17108,17057,16742,16826,16932,16872,16778,16823,16695
Kentucky,Rowan County,23333,23558,23796,24210,24250,24642,24416,24514,24503,24460
Kentucky,Russell County,17565,17700,17637,17749,17787,17685,17769,17723,17790,17923
Kentucky,Scott County,47173,47913,48970,50000,51219,52155,53425,54782,55968,57004
Kentucky,Shelby County,42074,42848,43656,44460,45089,45787,46548,47209,48059,49024
Kentucky,Simpson County,17327,17302,17543,17681,17753,17901,17992,18046,18403,18572
Kentucky,Spencer County,17061,17466,17518,17678,17813,18072,18336,18619,19021,19351
Kentucky,Taylor County,24512,24991,25069,25159,25360,25586,25441,25544,25514,25769
Kentucky,Todd County,12460,12428,12618,12475,12429,12447,12357,12177,12306,12294
Kentucky,Trigg County,14339,14214,14410,14300,14131,14218,14302,14418,14658,14651
Kentucky,Trimble County,8809,8814,8844,8805,8722,8733,8596,8521,8468,8471
Kentucky,Union County,15007,15262,15082,15061,15072,14951,14765,14620,14471,14381
Kentucky,Warren County,113792,115862,117389,119575,121394,124122,126419,129074,130750,132896
