State,County,Year,Population,Unemployment Rate,2019 Median Income
TX,McLennan County,2014,243166,5.1,
TX,McMullen County,2014,799,2,
TX,Madison County,2014,13871,6.2,
TX,Marion County,2014,10149,7.9,
TX,Martin County,2014,5462,6.1,
TX,Mason County,2014,4095,8.5,
TX,Matagorda County,2014,36478,7.8,
TX,Maverick County,2014,57115,10.9,
TX,Medina County,2014,47830,5,
TX,Menard County,2014,2128,5.7,
TX,Midland County,2014,156725,6.1,
TX,Milam County,2014,24143,6.2,
TX,Mills County,2014,4872,4.4,
TX,Mitchell County,2014,9070,7.8,
TX,Montague County,2014,19365,4,
TX,Montgomery County,2014,517146,6.9,
TX,Moore County,2014,21986,6.1,
TX,Morris County,2014,12606,4.4,
TX,Motley County,2014,1149,4.2,
TX,Nacogdoches County,2014,65240,5.3,
TX,Navarro County,2014,47913,5.2,
TX,Newton County,2014,14292,5.8,
TX,Nolan County,2014,15126,4.3,
TX,Nueces County,2014,356657,5.1,
TX,Ochiltree County,2014,10715,3,
TX,Oldham County,2014,2069,4.7,
TX,Orange County,2014,83244,5.5,
TX,Palo Pinto County,2014,28041,5.1,
TX,Panola County,2014,23750,10.5,
TX,Parker County,2014,122147,4.6,
TX,Parmer County,2014,9952,3.1,
TX,Pecos County,2014,15828,4.1,
TX,Polk County,2014,45813,6.2,
TX,Potter County,2014,122061,7.4,
TX,Presidio County,2014,7194,11.6,
TX,Rains County,2014,11013,4.9,
TX,Randall County,2014,128733,3.4,
TX,Reagan County,2014,3785,3.2,
TX,Real County,2014,3347,6.2,
TX,Red River County,2014,12445,7.7,
TX,Reeves County,2014,15124,4,
TX,Refugio County,2014,7362,4.3,
TX,Roberts County,2014,914,4.8,
TX,Robertson County,2014,16468,7.8,
TX,Rockwall County,2014,87064,4.5,
TX,Runnels County,2014,10294,4.2,
TX,Rusk County,2014,53212,4.9,
TX,Sabine County,2014,10428,10.5,
TX,San Augustine County,2014,8481,9.5,
TX,San Jacinto County,2014,27049,5.8,
TX,San Patricio County,2014,66656,6.2,
TX,San Saba County,2014,5858,4.2,
TX,Schleicher County,2014,3164,3,
TX,Scurry County,2014,17377,3.3,
TX,Shackelford County,2014,3316,2.8,
TX,Shelby County,2014,25607,4.5,
TX,Sherman County,2014,3065,3.2,
TX,Smith County,2014,219642,3.1,
TX,Somervell County,2014,8559,5.1,
TX,Starr County,2014,62965,13.6,
TX,Stephens County,2014,9342,7.6,
TX,Sterling County,2014,1340,3,
TX,Stonewall County,2014,1388,3.9,
TX,Sutton County,2014,3969,3.6,
TX,Swisher County,2014,7554,6.1,
TX,Tarrant County,2014,1946122,5,
TX,Taylor County,2014,134987,6.9,
TX,Terrell County,2014,910,8,
TX,Terry County,2014,12795,4.3,
TX,Throckmorton County,2014,1613,4,
TX,Titus County,2014,32502,6.3,
TX,Tom Green County,2014,116319,4,
TX,Travis County,2014,1152260,4.1,
TX,Trinity County,2014,14298,9.4,
TX,Tyler County,2014,21468,8,
TX,Upshur County,2014,40280,5.1,
TX,Upton County,2014,3482,3.2,
TX,Uvalde County,2014,27022,5.7,
TX,Val Verde County,2014,48845,5.7,
TX,Van Zandt County,2014,52781,5.3,
TX,Victoria County,2014,91042,4.2,
TX,Walker County,2014,70076,7.9,
TX,Waller County,2014,46765,5.1,
TX,Ward County,2014,11571,2.6,
TX,Washington County,2014,34403,9.6,
TX,Webb County,2014,267465,5.1,
TX,Wharton County,2014,41095,4.7,
TX,Wheeler County,2014,5696,12.3,
TX,Wichita County,2014,132646,2.8,
TX,Wilbarger County,2014,12988,4.9,
TX,Willacy County,2014,21935,12.4,
TX,Williamson County,2014,487913,7.1,
TX,Wilson County,2014,46145,6.9,
TX,Winkler County,2014,7819,4.4,
TX,Wise County,2014,61702,4.9,
TX,Wood County,2014,42764,5.2,
TX,Yoakum County,2014,8398,3,
TX,Young County,2014,18274,4.1,
TX,Zapata County,2014,14376,5.2,
TX,Zavala County,2014,12243,12.1,
IA,Adair County,2014,7368,4,
IA,Adams County,2014,3877,5.7,
IA,Allamakee County,2014,14062,5.6,
IA,Appanoose County,2014,12671,5.7,
IA,Audubon County,2014,5771,4.3,
IA,Benton County,2014,25623,4.6,
IA,Black Hawk County,2014,133390,4.9,
IA,Boone County,2014,26290,6,
IA,Bremer County,2014,24670,3.7,
IA,Buchanan County,2014,21131,4.6,
IA,Buena Vista County,2014,20606,3.9,
IA,Butler County,2014,14959,8.6,
IA,Calhoun County,2014,9845,8,
IA,Carroll County,2014,20499,5.2,
IA,Cass County,2014,13395,6.9,
IA,Cedar County,2014,18276,3.8,
IA,Cerro Gordo County,2014,43206,4.6,
IA,Cherokee County,2014,11801,5.8,
IA,Chickasaw County,2014,12252,4.7,
IA,Clarke County,2014,9196,12.2,
IA,Clay County,2014,16484,7.1,
IA,Clayton County,2014,17768,9.3,
IA,Clinton County,2014,47895,5.4,
IA,Crawford County,2014,17168,6,
IA,Dallas County,2014,77739,11.2,
IA,Davis County,2014,8756,5.1,
IA,Decatur County,2014,8209,8.1,
IA,Delaware County,2014,17395,7,
IA,Des Moines County,2014,40096,5,
IA,Dickinson County,2014,16840,4.7,
IA,Dubuque County,2014,96481,4.1,
IA,Emmet County,2014,9821,3.9,
IA,Fayette County,2014,20290,7.8,
IA,Floyd County,2014,15999,7.9,
IA,Franklin County,2014,10433,7.7,
IA,Fremont County,2014,7030,8.2,
IA,Greene County,2014,9124,12.5,
IA,Grundy County,2014,12390,8.8,
IA,Guthrie County,2014,10686,4.4,
IA,Hamilton County,2014,15217,7.6,
IA,Hancock County,2014,11040,11.7,
IA,Hardin County,2014,17332,8.7,
IA,Harrison County,2014,14265,5.6,
IA,Henry County,2014,19834,7.5,
IA,Howard County,2014,9353,5.8,
IA,Humboldt County,2014,9636,6.7,
IA,Ida County,2014,6971,3.6,
IA,Iowa County,2014,16317,4.2,
IA,Jackson County,2014,19431,7.3,
IA,Jasper County,2014,36886,6.6,
IA,Jefferson County,2014,17793,6.3,
IA,Johnson County,2014,142730,6.5,
IA,Jones County,2014,20548,6.3,
IA,Keokuk County,2014,10283,4.4,
IA,Kossuth County,2014,15229,3.2,
IA,Lee County,2014,35059,5.6,
IA,Linn County,2014,218129,4.4,
IA,Louisa County,2014,11250,4.5,
IA,Lucas County,2014,8636,3.9,
IA,Lyon County,2014,11703,2.5,
IA,Madison County,2014,15616,6.2,
IA,Mahaska County,2014,22363,4.4,
IA,Marion County,2014,33269,7.9,
IA,Marshall County,2014,40722,6.7,
IA,Mills County,2014,14760,4.4,
IA,Mitchell County,2014,10700,7.8,
IA,Monona County,2014,8899,5,
IA,Monroe County,2014,7958,11.1,
IA,Montgomery County,2014,10384,6.9,
IA,Muscatine County,2014,43028,4.5,
IA,O'Brien County,2014,14042,3.2,
IA,Osceola County,2014,6231,6.7,
IA,Page County,2014,15483,4.4,
IA,Palo Alto County,2014,9120,3.6,
IA,Plymouth County,2014,24911,3.4,
IA,Pocahontas County,2014,7097,3.5,
IA,Polk County,2014,460898,6.2,
IA,Pottawattamie County,2014,93258,4.3,
IA,Poweshiek County,2014,18608,4.2,
IA,Ringgold County,2014,4961,3.9,
IA,Sac County,2014,10048,3.9,
IA,Scott County,2014,171310,5,
IA,Shelby County,2014,11878,4.5,
IA,Sioux County,2014,34635,2.9,
IA,Story County,2014,95802,2.9,
IA,Tama County,2014,17309,5.3,
IA,Taylor County,2014,6175,6.9,
IA,Union County,2014,12627,7.4,
IA,Van Buren County,2014,7390,8.1,
IA,Wapello County,2014,35426,5.5,
IA,Warren County,2014,47827,9.6,
IA,Washington County,2014,22029,9.6,
IA,Wayne County,2014,6376,8.7,
IA,Webster County,2014,37069,8.7,
IA,Winnebago County,2014,10556,8.3,
IA,Winneshiek County,2014,20696,4.2,
IA,Woodbury County,2014,102292,4.4,
IA,Worth County,2014,7557,7.8,
IA,Wright County,2014,12906,4.1,
OR,Oregon,2015,4015792,5.6,
OR,Baker County,2015,15882,5.6,
OR,Benton County,2015,88333,3.8,
OR,Clackamas County,2015,399647,5.1,
OR,Clatsop County,2015,37797,5.5,
OR,Columbia County,2015,49646,6.5,
OR,Coos County,2015,62643,4.3,
OR,Crook County,2015,21455,8.4,
OR,Curry County,2015,22293,4.9,
OR,Deschutes County,2015,174246,5.9,
OR,Douglas County,2015,107164,3.1,
OR,Gilliam County,2015,1868,6.4,
OR,Grant County,2015,7207,4.5,
OR,Harney County,2015,7150,7.2,
OR,Hood River County,2015,22927,4.7,
OR,Jackson County,2015,211403,6.6,
OR,Jefferson County,2015,22541,5.8,
OR,Josephine County,2015,84528,7.7,
OR,Klamath County,2015,65670,7.8,
OR,Lake County,2015,7779,7.6,
OR,Lane County,2015,361946,3.3,
OR,Lincoln County,2015,46999,6.1,
OR,Linn County,2015,120236,3.8,
OR,Malheur County,2015,30211,6.4,
OR,Marion County,2015,329060,6.9,
OR,Morrow County,2015,11130,5.1,
OR,Multnomah County,2015,790008,4.9,
OR,Polk County,2015,78962,5.8,
OR,Sherman County,2015,1689,2.9,
OR,Tillamook County,2015,25561,5.6,
OR,Umatilla County,2015,76467,6.4,
OR,Union County,2015,25703,6.1,
OR,Wallowa County,2015,6813,7.8,
OR,Wasco County,2015,25457,5.6,
OR,Washington County,2015,572664,8.9,
OR,Wheeler County,2015,1326,10.9,
OR,Yamhill County,2015,101381,5.3,
OK,Oklahoma,2015,3909500,4.4,
OK,Adair County,2015,22259,3.2,
OK,Alfalfa County,2015,5917,3,
OK,Atoka County,2015,13889,6.5,
OK,Beaver County,2015,5455,2.7,
OK,Beckham County,2015,23554,5.1,
OK,Blaine County,2015,9762,3.5,
OK,Bryan County,2015,45021,5.3,
OK,Caddo County,2015,29433,5.2,
OK,Canadian County,2015,133158,3.6,
OK,Carter County,2015,48568,10.1,
OK,Cherokee County,2015,48376,5.4,
OK,Choctaw County,2015,14984,9.1,
OK,Cimarron County,2015,2225,2.3,
OK,Cleveland County,2015,273841,5.6,
OK,Coal County,2015,5608,7.6,
OK,Comanche County,2015,124005,3.3,
OK,Cotton County,2015,6006,4.2,
OK,Craig County,2015,14709,4.8,
OK,Creek County,2015,70801,5,
OK,Custer County,2015,29565,3.5,
OK,Delaware County,2015,41704,5.7,
OK,Dewey County,2015,4984,3.6,
OK,Ellis County,2015,4223,3,
OK,Garfield County,2015,63248,4.2,
OK,Garvin County,2015,27920,4.7,
OK,Grady County,2015,54559,6,
OK,Grant County,2015,4500,4.5,
OK,Greer County,2015,6031,5.7,
OK,Harmon County,2015,2782,3.5,
OK,Harper County,2015,3826,3.9,
OK,Haskell County,2015,12750,2.5,
OK,Hughes County,2015,13592,7.5,
OK,Jackson County,2015,25459,6.6,
OK,Jefferson County,2015,6266,5.8,
OK,Johnston County,2015,10967,5.2,
OK,Kay County,2015,45226,5.7,
OK,Kingfisher County,2015,15588,3.1,
OK,Kiowa County,2015,9116,2.7,
OK,Latimer County,2015,10624,8.1,
OK,Le Flore County,2015,50018,6.9,
OK,Lincoln County,2015,34928,6.1,
OK,Logan County,2015,45346,5.7,
OK,Love County,2015,9815,3.6,
OK,McClain County,2015,37973,3.7,
OK,McCurtain County,2015,33173,7.9,
OK,McIntosh County,2015,19817,6.5,
OK,Major County,2015,7771,3.3,
OK,Marshall County,2015,16266,5.8,
OK,Mayes County,2015,40889,4.3,
OK,Murray County,2015,13860,7.4,
OK,Muskogee County,2015,69319,5.1,
OK,Noble County,2015,11550,4.3,
OK,Nowata County,2015,10519,5.7,
OK,Okfuskee County,2015,12107,5.9,
OK,Oklahoma County,2015,777373,3.9,
OK,Okmulgee County,2015,39065,6.7,
OK,Osage County,2015,47338,5,
OK,Ottawa County,2015,31862,3.8,
OK,Pawnee County,2015,16439,3.7,
OK,Payne County,2015,81363,3.5,
OK,Pittsburg County,2015,44716,5.7,
OK,Pontotoc County,2015,38336,5.5,
OK,Pottawatomie County,2015,71479,3.6,
OK,Pushmataha County,2015,11162,7.8,
OK,Roger Mills County,2015,3773,4.2,
OK,Rogers County,2015,90080,4.4,
OK,Seminole County,2015,25399,4.9,
OK,Sequoyah County,2015,41782,6.4,
OK,Stephens County,2015,44576,6.6,
OK,Texas County,2015,21446,6.7,
OK,Tillman County,2015,7567,4.3,
OK,Tulsa County,2015,640470,4.1,
OK,Wagoner County,2015,76733,4.2,
OK,Washington County,2015,52091,8.9,
OK,Washita County,2015,11687,5.6,
OK,Woods County,2015,9303,2.8,
OK,Woodward County,2015,21608,5.2,
TX,Texas,2015,27470056,4.4,
TX,Anderson County,2015,57639,4.8,
TX,Andrews County,2015,18072,3.5,
TX,Angelina County,2015,87829,5.6,
TX,Aransas County,2015,24800,5.1,
TX,Archer County,2015,8763,4.4,
TX,Armstrong County,2015,1901,6.6,
TX,Atascosa County,2015,48363,4.8,
TX,Austin County,2015,29471,4.6,
TX,Bailey County,2015,7223,4.3,
TX,Bandera County,2015,21144,4,
TX,Bastrop County,2015,80115,3.9,
TX,Baylor County,2015,3609,3.5,
TX,Bee County,2015,32617,6.2,
TX,Bell County,2015,336076,8.6,
TX,Bexar County,2015,1894834,3.8,
TX,Blanco County,2015,11029,3.1,
TX,Borden County,2015,655,2.9,
TX,Bosque County,2015,17864,4.5,
TX,Bowie County,2015,93050,4.8,
TX,Brazoria County,2015,345227,4.6,
TX,Brazos County,2015,216258,3.3,
TX,Brewster County,2015,9143,3.9,
TX,Briscoe County,2015,1514,3.9,
TX,Brooks County,2015,7190,6.1,
TX,Brown County,2015,37736,3.5,
TX,Burleson County,2015,17611,4.3,
TX,Burnet County,2015,44734,3.6,
TX,Caldwell County,2015,40419,5.6,
TX,Calhoun County,2015,21887,7,
TX,Callahan County,2015,13589,4.3,
TX,Cameron County,2015,419450,7.1,
TX,Camp County,2015,12699,6.1,
TX,Carson County,2015,6013,3.2,
TX,Cass County,2015,30140,5.6,
TX,Castro County,2015,7787,3.4,
TX,Chambers County,2015,39028,6,
TX,Cherokee County,2015,51568,5.4,
TX,Childress County,2015,7169,3.1,
TX,Clay County,2015,10359,6.1,
TX,Cochran County,2015,2977,5.1,
TX,Coke County,2015,3227,4.1,
TX,Coleman County,2015,8316,5.5,
TX,Collin County,2015,915243,3.6,
TX,Collingsworth County,2015,3010,3.6,
TX,Colorado County,2015,20951,3.9,
TX,Comal County,2015,128795,3.7,
TX,Comanche County,2015,13395,3.3,
TX,Concho County,2015,4072,3.3,
TX,Cooke County,2015,39170,3.7,
TX,Coryell County,2015,76145,4.8,
TX,Cottle County,2015,1439,7.1,
TX,Crane County,2015,4995,5.7,
TX,Crockett County,2015,3735,6.4,
TX,Crosby County,2015,5918,4.3,
TX,Culberson County,2015,2254,4.1,
TX,Dallam County,2015,7301,2.2,
TX,Dallas County,2015,2557830,9.6,
TX,Dawson County,2015,12987,5.1,
TX,Deaf Smith County,2015,18825,3.1,
TX,Delta County,2015,5159,5.7,
TX,Denton County,2015,779584,3.5,
TX,DeWitt County,2015,20632,4,
TX,Dickens County,2015,2204,4.6,
TX,Dimmit County,2015,10910,4.6,
TX,Donley County,2015,3391,4.1,
TX,Duval County,2015,11336,5.8,
TX,Eastland County,2015,18152,4.7,
TX,Ector County,2015,159903,4.6,
TX,Edwards County,2015,1910,5.9,
TX,Ellis County,2015,163292,3,
TX,El Paso County,2015,831898,4.6,
TX,Erath County,2015,41191,3.9,
TX,Falls County,2015,17216,4.2,
TX,Fannin County,2015,33502,6.2,
TX,Fayette County,2015,24945,7,
TX,Fisher County,2015,3877,3.8,
TX,Floyd County,2015,5843,6.7,
TX,Foard County,2015,1225,4,
TX,Fort Bend County,2015,715331,4.3,
TX,Franklin County,2015,10603,6.4,
TX,Freestone County,2015,19746,5.4,
TX,Frio County,2015,19361,3.8,
TX,Gaines County,2015,20217,3.2,
TX,Galveston County,2015,320974,5,
TX,Garza County,2015,6391,3.7,
TX,Gillespie County,2015,25916,2.9,
TX,Glasscock County,2015,1380,2.8,
TX,Goliad County,2015,7513,4.4,
TX,Gonzales County,2015,20510,3.7,
TX,Gray County,2015,23265,2.3,
TX,Grayson County,2015,125628,6.7,
TX,Gregg County,2015,123800,4.9,
TX,Grimes County,2015,27299,5.3,
TX,Guadalupe County,2015,150578,7,
TX,Hale County,2015,34034,7.8,
TX,Hall County,2015,3094,4.9,
TX,Hamilton County,2015,8080,6.5,
TX,Hansford County,2015,5654,3,
TX,Hardeman County,2015,3920,7.5,
TX,Hardin County,2015,55758,8.4,
TX,Harris County,2015,4557846,5.3,
TX,Harrison County,2015,66685,4.6,
TX,Hartley County,2015,5702,2.1,
TX,Haskell County,2015,5821,2.5,
TX,Hays County,2015,194662,3.4,
TX,Hemphill County,2015,4277,3.1,
TX,Henderson County,2015,79492,6,
TX,Hidalgo County,2015,839667,6.2,
TX,Hill County,2015,34828,4.2,
TX,Hockley County,2015,23310,4.1,
TX,Hood County,2015,55227,4.5,
TX,Hopkins County,2015,35973,5.7,
TX,Houston County,2015,22747,6.2,
TX,Howard County,2015,37123,4.2,
TX,Hudspeth County,2015,3541,5.6,
TX,Hunt County,2015,89670,4.7,
TX,Hutchinson County,2015,21793,2.5,
TX,Irion County,2015,1543,3.6,
TX,Jack County,2015,8883,4.2,
TX,Jackson County,2015,14808,6.6,
TX,Jasper County,2015,35266,5.5,
TX,Jeff Davis County,2015,2199,6.7,
TX,Jefferson County,2015,255112,5.8,
TX,Jim Hogg County,2015,5296,7.2,
TX,Jim Wells County,2015,41523,7.9,
TX,Johnson County,2015,159345,5.7,
TX,Jones County,2015,19966,5.5,
TX,Karnes County,2015,15413,4.2,
TX,Kaufman County,2015,114055,4.1,
TX,Kendall County,2015,39938,5.2,
TX,Kenedy County,2015,441,3.2,
TX,Kent County,2015,747,5.4,
TX,Kerr County,2015,50880,3.7,
TX,Kimble County,2015,4391,3.7,
TX,King County,2015,282,3.5,
TX,Kinney County,2015,3589,6.3,
TX,Kleberg County,2015,31413,5.9,
TX,Knox County,2015,3792,6.1,
TX,Lamar County,2015,49373,6.3,
TX,Lamb County,2015,13259,8.9,
TX,Lampasas County,2015,20362,4.4,
TX,La Salle County,2015,7637,4.1,
TX,Lavaca County,2015,19919,3.8,
TX,Lee County,2015,16868,5.2,
TX,Leon County,2015,17028,5,
TX,Liberty County,2015,79537,5.9,
TX,Limestone County,2015,23442,5.5,
TX,Lipscomb County,2015,3559,3.9,
TX,Live Oak County,2015,12173,4,
TX,Llano County,2015,20081,4.2,
TX,Loving County,2015,119,5.2,
TX,Lubbock County,2015,298337,3.4,
TX,Lynn County,2015,5746,4,
TX,McCulloch County,2015,8255,4.8,
TX,McLennan County,2015,245444,4.1,
TX,McMullen County,2015,828,2.1,
TX,Madison County,2015,13968,5.5,
TX,Marion County,2015,10136,6.9,
TX,Martin County,2015,5646,5.4,
TX,Mason County,2015,4057,7.1,
TX,Matagorda County,2015,36766,6.7,
TX,Maverick County,2015,57720,10.6,
TX,Medina County,2015,48402,4.1,
TX,Menard County,2015,2134,4.8,
TX,Midland County,2015,162328,4.9,
TX,Milam County,2015,24362,5.2,
TX,Mills County,2015,4889,4.1,
TX,Mitchell County,2015,8856,6.8,
TX,Montague County,2015,19252,4.2,
TX,Montgomery County,2015,535753,6.1,
TX,Moore County,2015,21725,5.8,
TX,Morris County,2015,12370,4.3,
TX,Motley County,2015,1146,3.5,
TX,Nacogdoches County,2015,65462,4.7,
TX,Navarro County,2015,48181,4.2,
TX,Newton County,2015,14158,4.8,
TX,Nolan County,2015,15111,4,
TX,Nueces County,2015,360504,4.9,
TX,Ochiltree County,2015,10698,4.2,
TX,Oldham County,2015,2064,3.9,
TX,Orange County,2015,83955,4.5,
TX,Palo Pinto County,2015,27966,5.2,
TX,Panola County,2015,23667,8.6,
TX,Parker County,2015,125640,4.1,
TX,Parmer County,2015,9794,2.4,
TX,Pecos County,2015,16030,5.2,
TX,Polk County,2015,46613,5.8,
TX,Potter County,2015,121272,7,
TX,Presidio County,2015,7057,10.6,
TX,Rains County,2015,11136,4.5,
TX,Randall County,2015,130368,2.9,
TX,Reagan County,2015,3807,4.5,
TX,Real County,2015,3297,5.2,
TX,Red River County,2015,12345,6.3,
TX,Reeves County,2015,15574,4.8,
TX,Refugio County,2015,7326,5.3,
TX,Roberts County,2015,910,4.3,
TX,Robertson County,2015,16698,6.5,
TX,Rockwall County,2015,90170,3.7,
TX,Runnels County,2015,10387,3.7,
TX,Rusk County,2015,52965,4.7,
TX,Sabine County,2015,10440,9.3,
TX,San Augustine County,2015,8349,9,
TX,San Jacinto County,2015,27361,5.6,
TX,San Patricio County,2015,67117,6.5,
TX,San Saba County,2015,5922,3.7,
TX,Schleicher County,2015,3195,5.3,
TX,Scurry County,2015,17570,4.1,
TX,Shackelford County,2015,3333,2.8,
TX,Shelby County,2015,25373,4.2,
TX,Sherman County,2015,3058,2.9,
TX,Smith County,2015,222390,3.9,
TX,Somervell County,2015,8618,5,
TX,Starr County,2015,63484,13.4,
TX,Stephens County,2015,9385,6.6,
TX,Sterling County,2015,1333,3.3,
TX,Stonewall County,2015,1398,4.4,
TX,Sutton County,2015,3915,6.1,
TX,Swisher County,2015,7477,4.8,
TX,Tarrant County,2015,1984880,4.2,
TX,Taylor County,2015,136133,6.7,
TX,Terrell County,2015,867,7.5,
TX,Terry County,2015,12759,4.7,
TX,Throckmorton County,2015,1559,3.2,
TX,Titus County,2015,32626,5.7,
TX,Tom Green County,2015,117514,4.1,
TX,Travis County,2015,1179805,3.3,
TX,Trinity County,2015,14539,7.8,
TX,Tyler County,2015,21370,7,
TX,Upshur County,2015,40317,5.2,
TX,Upton County,2015,3652,3.9,
TX,Uvalde County,2015,26949,5,
TX,Val Verde County,2015,48891,6,
TX,Van Zandt County,2015,53430,4.5,
TX,Victoria County,2015,92136,4.2,
TX,Walker County,2015,70836,7.2,
TX,Waller County,2015,48641,4.8,
TX,Ward County,2015,11631,3.2,
TX,Washington County,2015,34836,8.9,
TX,Webb County,2015,269865,4.7,
TX,Wharton County,2015,41383,4.4,
TX,Wheeler County,2015,5658,10.9,
TX,Wichita County,2015,130961,2.9,
TX,Wilbarger County,2015,13055,4.8,
TX,Willacy County,2015,21863,13,
TX,Williamson County,2015,507133,6.1,
TX,Wilson County,2015,47178,6.6,
TX,Winkler County,2015,8027,5.7,
TX,Wise County,2015,62857,4.6,
TX,Wood County,2015,43117,4.3,
TX,Yoakum County,2015,8644,3.8,
TX,Young County,2015,18163,4.3,
TX,Zapata County,2015,14493,7.6,
TX,Zavala County,2015,12310,11.2,
IA,Adair County,2015,7145,3.2,
IA,Adams County,2015,3754,4.4,
IA,Allamakee County,2015,13874,4.9,
IA,Appanoose County,2015,12577,4.9,
IA,Audubon County,2015,5711,4,
IA,Benton County,2015,25608,3.8,
IA,Black Hawk County,2015,133701,4.6,
IA,Boone County,2015,26443,4.9,
IA,Bremer County,2015,24746,3.5,
IA,Buchanan County,2015,21105,4.3,
IA,Buena Vista County,2015,20374,3.7,
IA,Butler County,2015,14881,7.6,
IA,Calhoun County,2015,9801,7,
IA,Carroll County,2015,20423,4.6,
IA,Cass County,2015,13351,5.6,
IA,Cedar County,2015,18254,3.4,
IA,Cerro Gordo County,2015,42983,4,
IA,Cherokee County,2015,11483,5.4,
IA,Chickasaw County,2015,12151,4.5,
IA,Clarke County,2015,9219,11.7,
IA,Clay County,2015,16498,6.1,
IA,Clayton County,2015,17726,7.7,
IA,Clinton County,2015,47558,4.5,
IA,Crawford County,2015,17082,5.2,
IA,Dallas County,2015,80631,9.6,
IA,Davis County,2015,8777,4.5,
IA,Decatur County,2015,8137,6.8,
IA,Delaware County,2015,17393,5.7,
IA,Des Moines County,2015,39874,4.7,
IA,Dickinson County,2015,17004,3.9,
IA,Dubuque County,2015,96850,3.7,
IA,Emmet County,2015,9702,3.7,
IA,Fayette County,2015,20142,7,
IA,Floyd County,2015,15910,6.7,
IA,Franklin County,2015,10319,6.4,
IA,Fremont County,2015,6912,6.2,
IA,Greene County,2015,8944,11.1,
IA,Grundy County,2015,12405,7,
IA,Guthrie County,2015,10649,3.8,
IA,Hamilton County,2015,15218,6.5,
IA,Hancock County,2015,11028,9.8,
IA,Hardin County,2015,17253,8.4,
IA,Harrison County,2015,14139,4.6,
IA,Henry County,2015,19843,6.8,
IA,Howard County,2015,9313,4.2,
IA,Humboldt County,2015,9556,5.6,
IA,Ida County,2015,6968,3.1,
IA,Iowa County,2015,16282,3.5,
IA,Jackson County,2015,19366,6.6,
IA,Jasper County,2015,36750,5.5,
IA,Jefferson County,2015,17906,5.8,
IA,Johnson County,2015,144943,5.7,
IA,Jones County,2015,20433,5.5,
IA,Keokuk County,2015,10171,4.3,
IA,Kossuth County,2015,15158,2.9,
IA,Lee County,2015,34894,5.2,
IA,Linn County,2015,220271,3.8,
IA,Louisa County,2015,11285,3.8,
IA,Lucas County,2015,8610,3.5,
IA,Lyon County,2015,11747,2,
IA,Madison County,2015,15720,5.5,
IA,Mahaska County,2015,22312,4,
IA,Marion County,2015,33109,6.9,
IA,Marshall County,2015,40352,5.8,
IA,Mills County,2015,14882,4.1,
IA,Mitchell County,2015,10676,6.8,
IA,Monona County,2015,8866,4.4,
IA,Monroe County,2015,7924,10.1,
IA,Montgomery County,2015,10149,6.1,
IA,Muscatine County,2015,43068,3.9,
IA,O'Brien County,2015,13926,2.8,
IA,Osceola County,2015,6160,5.8,
IA,Page County,2015,15462,4.2,
IA,Palo Alto County,2015,9140,3.1,
IA,Plymouth County,2015,24899,2.8,
IA,Pocahontas County,2015,6967,3,
IA,Polk County,2015,467304,5.8,
IA,Pottawattamie County,2015,93563,3.7,
IA,Poweshiek County,2015,18358,3.6,
IA,Ringgold County,2015,4977,3.4,
IA,Sac County,2015,9966,3.3,
IA,Scott County,2015,171903,4.8,
IA,Shelby County,2015,11789,4.2,
IA,Sioux County,2015,34754,2.5,
IA,Story County,2015,96636,2.5,
IA,Tama County,2015,17217,4.4,
IA,Taylor County,2015,6246,6.7,
IA,Union County,2015,12430,6.1,
IA,Van Buren County,2015,7296,6.7,
IA,Wapello County,2015,35456,5.2,
IA,Warren County,2015,48468,7.8,
IA,Washington County,2015,22145,8.9,
IA,Wayne County,2015,6359,7.3,
IA,Webster County,2015,37066,9.4,
IA,Winnebago County,2015,10603,7,
IA,Winneshiek County,2015,20745,3.7,
IA,Woodbury County,2015,102492,3.8,
IA,Worth County,2015,7503,6.5,
IA,Wright County,2015,12841,3.9,
OR,Oregon,2016,4089976,4.8,
OR,Baker County,2016,15971,4.9,
OR,Benton County,2016,89918,2.9,
OR,Clackamas County,2016,406625,4.4,
OR,Clatsop County,2016,38678,4.7,
OR,Columbia County,2016,50905,5.7,
OR,Coos County,2016,63319,3.8,
OR,Crook County,2016,22306,6.9,
OR,Curry County,2016,22607,5,
OR,Deschutes County,2016,180666,4.9,
OR,Douglas County,2016,108116,2.7,
OR,Gilliam County,2016,1857,5.9,
OR,Grant County,2016,7166,3.6,
OR,Harney County,2016,7243,6.3,
OR,Hood River County,2016,23070,4.1,
OR,Jackson County,2016,214366,6.3,
OR,Jefferson County,2016,23036,5.7,
OR,Josephine County,2016,85504,6.5,
OR,Klamath County,2016,66198,6.8,
OR,Lake County,2016,7830,6.7,
OR,Lane County,2016,368874,3.1,
OR,Lincoln County,2016,47793,4.8,
OR,Linn County,2016,122769,3.7,
OR,Malheur County,2016,30340,5.5,
OR,Marion County,2016,335382,6.6,
OR,Morrow County,2016,11222,5.1,
OR,Multnomah County,2016,803212,4.2,
OR,Polk County,2016,81436,4.9,
OR,Sherman County,2016,1708,3.3,
OR,Tillamook County,2016,26116,4.9,
OR,Umatilla County,2016,76686,5.3,
OR,Union County,2016,26061,5.5,
OR,Wallowa County,2016,6915,6.8,
OR,Wasco County,2016,25782,4.8,
OR,Washington County,2016,584910,8.6,
