,State,County,Wind Farm Name,Year,Turbine Count,WF Total MW,Turbine Manufacturer,Turbine Model,Turbine Hub Height,Rotor Diameter,lng,lat,Duplicated
27514,HI,Maui County,Kaheawa Wind II,2012.0,14,21.0,GE Wind,GE1.5-77,65.0,77.0,-156.53938,20.8001,False
27528,HI,Honolulu County,Kahuku,2011.0,12,30.0,Clipper,C96,80.0,96.0,-157.98229,21.6804,False
27540,TX,San Patricio County,Karankawa,2019.0,124,307.46,GE Wind,GE2.3-116,90.0,116.0,-97.81095,28.17382,False
27555,OK,Kay County,Kay Wind,2015.0,130,299.0,Siemens,SWT-2.3-108,80.0,108.0,-97.13213,36.93149,False
27666,CA,Riverside County,Karen Avenue Windfarm,2003.0,12,11.7,GE Wind,1.5-70.5,56.5,77.0,-116.56059,33.9186,False
27672,MN,Pipestone County,Kas Farms,2001.0,2,1.5,NEG Micon,NM48,55.0,48.0,-96.11275,44.01204,False
27674,AK,Bethel Census Area,Kasigluk,2006.0,3,0.3,Northern Power Systems,NW100,37.0,21.0,-162.51428,60.8712,False
27677,HI,Honolulu County,Kawailoa Wind,2012.0,30,69.0,Siemens,SWT-2.3-101,99.5,101.0,-158.02708,21.6115,False
27836,TX,Jack County,Keechi,2015.0,55,110.0,Vestas,V100-2.0,95.0,100.0,-98.14798,33.15315,False
27891,OK,Woodward County,Keenan II,2010.0,66,151.8,Siemens,SWT-2.3-101,80.0,101.0,-99.50309,36.28079,False
27957,IL,Ford County,Kelly Creek,2016.0,92,184.0,Vestas,V100-2.0,80.0,100.0,-88.23586,40.97483,False
28050,OH,Geauga County,Kenston School District,2012.0,1,0.75,Aeronautica,54-750,65.0,54.0,-81.3053,41.39389,False
28051,ME,Franklin County,Kibby Mountain II,2010.0,22,66.0,Vestas,V90-3.0,80.0,90.0,-70.549,45.32619,False
28073,ME,Franklin County,"Kibby Mountain, phase I",2009.0,22,66.0,Vestas,V90-3.0,80.0,90.0,-70.5368,45.39359,False
28095,NE,Kimball County,Kimball Wind Farm,2018.0,12,30.0,GE Wind,GE2.5-116,90.0,116.0,-103.69518,41.27613,False
28107,TX,Upton County,King Mtn. Wind Ranch,2001.0,214,278.2,Siemens Gamesa Renewable Energy,SG-1.3-65,60.0,65.0,-102.18949,31.27099,False
28185,OK,Kingfisher County,Kingfisher Wind,2015.0,90,180.0,Vestas,V100-2.0,80.0,100.0,-97.9363,35.74614,False
28324,VT,Orleans County,Kingdom Community Wind,2012.0,21,63.0,Vestas,V112-3.0,84.0,112.0,-72.4249,44.75089,False
28452,OR,Sherman County,Klondike II,2005.0,50,75.0,GE Wind,GE1.5-77,80.0,77.0,-120.55869,45.58889,False
28494,AZ,Mohave County,Kingman,2011.0,5,10.0,Gamesa,G90-2.0,78.0,90.0,-114.06939,35.1465,False
28499,KS,Kingman County,Kingman Wind Energy Center,2016.0,120,206.55,GE Wind,GE1.715-103,80.0,103.0,-98.17684,37.57723,False
28619,MA,Plymouth County,Kingston,2012.0,1,2.0,Hyundai,HQ2000,80.0,86.0,-70.7159,41.97879,False
28620,IA,Linn County,Kirkwood Community College,2012.0,1,2.5,Clipper,C96,80.0,96.0,-91.65089,41.91659,False
28621,CO,Kit Carson County,Kit Carson Project,2010.0,34,51.0,GE Wind,GE1.5-77,80.0,77.0,-102.30519,39.35399,False
28655,OR,Sherman County,Klondike I,2001.0,16,24.0,GE Wind,GE1.5-70.5,65.0,70.5,-120.55065,45.56059,False
28722,OR,Sherman County,Klondike III,2007.0,124,221.2,GE Wind,GE1.5-77,80.0,77.0,-120.62128,45.55819,False
28725,IL,Coles County,LLC 2,2012.0,2,0.2,Bora,,,,-88.38674,39.41716,False
28847,OR,Sherman County,Klondike IIIA,2008.0,51,76.5,GE Wind,GE1.5-77,80.0,77.0,-120.58688,45.53639,False
28900,AK,Kodiak Island Borough,Kodiak Island Wind Project,2009.0,3,4.5,GE Wind,GE1.5-77,80.0,77.0,-152.44058,57.7871,False
28903,IA,Kossuth County,Kossuth,2020.0,56,152.2,GE Wind,GE2.82-127,89.0,127.0,-94.05219,42.9892,False
28959,AK,Northwest Arctic Borough,Kotzebue Wind Project,2012.0,2,1.8,EWT,DW-54-900,75.0,54.0,-162.56337,66.83659,False
28962,AK,Northwest Arctic Borough,Kotzebue Wind Project2,2006.0,3,0.15,Seaforth,AOC15/65,30.5,15.0,-162.55734,66.83502,False
28965,CA,San Diego County,Kumeyaay Phase I,2005.0,25,50.0,Gamesa,G87-2.0,67.0,87.0,-116.34369,32.7217,False
28992,MA,Essex County,LWSC Wind Turbine,2014.0,1,0.6,RRB,PS-600,58.0,47.0,-70.95669,42.45269,False
28993,MN,Pipestone County,Lake Benton II Repower,2019.0,44,100.2,GE Wind,GE2.3-116,90.0,116.0,-96.19194,44.17094,False
29037,CA,Los Angeles County,Lake Palmdale,2004.0,1,0.95,Vestas,NM54,,,-118.11829,34.5559,False
29038,ND,Ramsey County,Lake Region State College Wind Turbine,2013.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-98.88809,48.16639,False
29039,MI,Mason County,Lake Winds,2012.0,56,100.8,Vestas,V100-1.8,80.0,100.0,-86.33099,43.88679,False
29096,MN,Jackson County,Lakefield,2011.0,137,205.5,GE Wind,GE1.5-77,80.0,77.0,-95.14969,43.66339,False
29235,MN,Clay County,Lakeswind,2014.0,32,48.0,GE Wind,GE1.5-82.5,80.0,82.5,-96.27158,46.67735,False
29267,MN,Lincoln County,Lakeview Ridge,2001.0,1,0.9,NEG Micon,NM52,72.0,52.0,-96.45059,44.52039,False
29268,MN,Martin County,Lakota Wind,2005.0,2,1.9,NEG Micon,NM54/950,70.0,54.0,-94.4493,43.57171,False
29270,HI,Hawaii County,Lalamilo Wells Repowering,2017.0,5,3.3,Vestas,V47-0.66,37.0,47.0,-155.76527,19.98926,False
29275,CO,Baca County,Lamar III,2004.0,2,3.0,GE Wind,GE1.5-70.5,80.0,70.5,-102.65089,37.36229,False
29276,CO,Prowers County,Lamar Municipal,2004.0,3,4.5,GE Wind,GE1.5-70.5,80.0,70.5,-102.52899,38.03209,False
29280,ND,Cavalier County,Langdon,2007.0,79,126.42,GE Wind,GE1.62-91,80.0,91.0,-98.25549,48.58289,False
29362,ND,Cavalier County,Langdon - OTP,2008.0,27,40.5,GE Wind,GE1.5-77,80.0,77.0,-98.25939,48.73089,False
29389,ND,Cavalier County,Langdon II,2008.0,27,43.74,GE Wind,GE1.62-91,80.0,91.0,-98.25699,48.62239,False
29413,TX,Schleicher County,Langford,2009.0,100,150.0,GE Wind,GE1.5-77,80.0,77.0,-100.68509,31.0696,False
29513,NE,Boone County,Laredo Ridge,2011.0,54,81.0,GE Wind,GE1.5-82.5,80.0,82.5,-98.00259,41.89599,False
29567,TX,Zapata County,Las Lomas,2020.0,48,201.6,Goldwind Americas,GW155 - 4.2S,110.0,155.0,-99.09006,26.66136,False
29615,TX,Willacy County,Las Majadas,2020.0,64,139.8,Vestas,V120-2.2,92.0,120.0,-97.58002,26.38067,False
29674,UT,San Juan County,Latigo,2016.0,27,62.1,GE Wind,GE2.3-116,80.0,116.0,-109.36099,37.88908,False
29702,IA,Marshall County,Laurel,2011.0,52,119.6,Siemens,SWT-2.3-101,80.0,101.0,-92.9566,41.91909,False
29754,PA,Lycoming County,Laurel Hill,2012.0,30,69.0,Siemens,SWT-2.3-101,80.0,101.0,-77.0462,41.52689,False
29784,WV,Barbour County,Laurel Mountain,2011.0,61,97.6,GE Wind,GE1.6-82.5,80.0,82.5,-79.8784,39.02499,False
29845,OR,Gilliam County,Leaning Juniper,2006.0,67,100.5,GE Wind,GE1.6-91,80.0,91.0,-120.24059,45.66179,False
29912,OR,Gilliam County,Leaning Juniper II,2011.0,117,201.3,GE Wind,GE1.5-77,80.0,77.0,-120.17764,45.57811,False
30029,IL,DeKalb County,Lee/DeKalb,2009.0,145,217.5,GE Wind,GE1.5-77,80.0,77.0,-88.785,41.82239,False
30174,NH,Sullivan County,Lempster,2008.0,12,24.0,Gamesa,G87-2.0,78.0,87.0,-72.1388,43.24569,False
30186,IA,Taylor County,Lenox Municipal Utilities,2003.0,1,0.75,NEG Micon,NM48,55.0,48.0,-94.53809,40.89669,False
30187,OR,Baker County,Lime Wind,2011.0,6,3.0,Nordtank,500/41,40.0,41.0,-117.27171,44.398,False
30193,CO,Lincoln County,Limon I,2012.0,125,200.0,GE Wind,GE1.6-100,80.0,100.0,-103.55969,39.3836,False
30318,CO,Lincoln County,Limon II,2012.0,125,200.0,GE Wind,GE1.6-87,80.0,87.0,-103.52019,39.37489,False
30443,CO,Lincoln County,Limon III,2014.0,118,200.6,GE Wind,GE1.7-100,85.0,100.0,-103.36902,39.35856,False
30561,MN,Lincoln County,Lincoln County,2003.0,1,0.9,NEG Micon,NM52/900,70.5,52.2,-96.45049,44.52467,False
30562,OH,Cuyahoga County,Lincoln Electric,2011.0,1,2.5,Kenersys,K100,85.0,100.0,-81.5257,41.58469,False
30563,ND,Williams County,Lindahl,2017.0,75,150.0,Vestas,V100-2.0,80.0,100.0,-102.98961,48.47027,False
30638,WA,Klickitat County,Linden,2010.0,25,50.0,REpower,MM92,78.5,92.5,-120.76179,45.75089,False
30663,IA,Mitchell County,Little Cedar,2011.0,1,1.5,Goldwind,GW82,85.0,82.0,-92.7607,43.38439,False
30664,OK,Washita County,Little Elk,2015.0,37,74.0,Vestas,V110-2.0,80.0,110.0,-98.8868,35.18823,False
30702,TX,Schleicher County,Live Oak,2018.0,76,199.5,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-100.59543,31.05847,False
30730,TX,Wilbarger County,Lockett,2019.0,75,183.75,GE Wind,GE2.5-127,89.0,127.0,-99.26766,34.05826,False
30779,NM,Curry County,Llano Estacado Wind Ranch at Texico II,2003.0,2,1.32,Vestas,V47-0.66,65.0,47.0,-103.05695,34.35471,False
30781,TX,Carson County,Llano Estacado Wind Ranch at White Deer,2001.0,80,80.0,Mitsubishi,MWT1000,69.0,57.0,-101.23579,35.4778,False
30934,PA,Schuylkill County,Locust Ridge,2006.0,13,26.0,Gamesa,G87-2.0,78.0,87.0,-76.29079,40.81699,False
30948,PA,Schuylkill County,Locust Ridge II,2009.0,51,102.0,Gamesa,G83-2.0,78.0,83.0,-76.2095,40.83979,False
31000,MO,Atchison County,Loess Hills Wind Project,2008.0,4,5.0,Suzlon,S64,72.0,64.0,-95.54029,40.41149,False
31004,TX,Comanche County,Logan's Gap Wind,2015.0,87,200.1,Siemens,SWT-2.3-108,80.0,108.0,-98.67275,31.76214,False
31091,TX,Shackelford County,Lone Star I,2007.0,100,200.0,Gamesa,G83-2.0,78.0,83.0,-99.45539,32.63569,False
31191,TX,Shackelford County,Lone Star II,2008.0,78,156.0,Gamesa,G87-2.0,78.0,87.0,-99.50669,32.5557,False
31291,IL,Bureau County,Lone Tree,2020.0,32,88.1,GE Wind,GE2.8-127,89.0,127.0,-89.57642,41.21746,False
31324,TX,Floyd County,Longhorn,2015.0,100,200.0,Vestas,V100-2.0,80.0,100.0,-101.18919,34.27715,False
31424,PA,Somerset County,Lookout,2008.0,18,37.8,Suzlon,S88,79.0,88.0,-78.9404,39.85519,False
31442,TX,Mitchell County,Loraine,2010.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-100.68669,32.46729,False
31510,TX,Mitchell County,Loraine II,2011.0,33,49.5,GE Wind,GE1.5-82.5,80.0,82.5,-100.66959,32.41079,False
31543,TX,Crosby County,Lorenzo Winds,2018.0,36,80.46,GE Wind,GE2.3-116,80.0,116.0,-101.42421,33.76151,False
31577,TX,Willacy County,Los Vientos I,2012.0,87,200.1,Siemens,SWT-2.3-108,98.1,108.0,-97.58199,26.3082,False
31665,TX,Willacy County,Los Vientos II,2012.0,84,201.6,Mitsubishi,MWT102/2.4,90.0,102.0,-97.69,26.3488,False
31749,TX,Starr County,Los Vientos III,2015.0,100,200.0,Vestas,V110-2.0,95.0,110.0,-98.60321,26.4281,False
31849,TX,Starr County,Los Vientos IV,2016.0,100,200.0,Vestas,V110-2.0,95.0,110.0,-98.71005,26.54822,False
31950,TX,Starr County,Los Vientos V,2015.0,55,110.0,Vestas,V110-2.0,95.0,110.0,-98.57835,26.40558,False
32006,MO,DeKalb County,Lost Creek Ridge Wind Farm,2010.0,99,148.5,GE Wind,GE1.5-82.5,80.0,82.5,-94.55199,39.97439,False
32106,IA,Dickinson County,Lost Lakes Wind Farm,2009.0,61,100.65,Vestas,V82-1.65,80.0,82.0,-95.23649,43.36419,False
32167,WA,Garfield County,Lower Snake River Phase I,2011.0,94,216.2,Siemens,SWT-2.3-101,80.0,101.0,-117.85909,46.5542,False
32317,TX,Lubbock County,Lubbock Wind Ranch,2010.0,1,2.5,Samsung,S2.5-90,80.0,90.0,-101.75889,33.56929,False
32320,IA,Webster County,Lundgren,2014.0,107,251.02,Siemens,SWT-2.346-108,80.0,108.0,-94.13893,42.34168,False
32427,IA,Winneshiek County,Luther College,2011.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-91.8177,43.30909,False
32428,ND,Steele County,Luverne,2009.0,33,49.5,GE Wind,GE1.5-82.5,80.0,82.5,-97.95089,47.35049,False
32461,IL,Champaign County,MUTI,2010.0,1,0.1,Northern Power Systems,NW100,,,-88.29142,40.1502,False
32462,IL,Kankakee County,MUTI Wind Turbine,2010.0,1,0.1,Endurance,E-3120,,,-87.8514,41.09539,False
32463,MA,Suffolk County,MWRA Deer Island,2009.0,2,1.2,RRB,PS-600,34.5,47.0,-70.9573,42.34709,False
32465,NM,Luna County,Macho Springs Wind Farm I,2011.0,28,50.4,Vestas,V100-1.8,80.0,100.0,-107.52119,32.5602,False
32493,MI,Emmet County,Mackinaw City,2001.0,2,1.8,NEG Micon,NM52/900,70.0,52.0,-84.74157,45.7618,False
32494,MI,Emmet County,Mackinaw City (Bay Windpower I),2001.0,2,1.8,NEG Micon,NM52,72.0,52.0,-84.73831,45.76181,False
32495,IA,Madison County,Macksburg,2014.0,51,119.65,Siemens,SWT-2.346-108,80.0,108.0,-94.11974,41.17404,False
32546,NY,Madison County,Madison Windpower,2000.0,7,11.55,Vestas,V66-1.65,67.0,66.0,-75.4534,42.89289,False
32553,TX,Willacy County,Magic Valley,2012.0,112,203.28,Vestas,V100-1.82,80.0,100.0,-97.75029,26.4309,False
32666,TX,Carson County,Majestic,2009.0,53,79.5,GE Wind,GE1.5-77,80.0,77.0,-101.53619,35.3765,False
32720,TX,Carson County,Majestic II,2012.0,51,79.6,GE Wind,GE1.6-82.5,80.0,82.5,-101.57859,35.38599,False
32771,OK,Dewey County,Mammoth Plains,2014.0,117,198.9,GE Wind,GE1.7-100,80.0,100.0,-98.75417,36.02712,False
32803,CA,Kern County,Manzana Winds,2012.0,126,189.0,GE Wind,GE1.5-77,65.0,77.0,-118.44719,34.9225,False
32890,CA,Monterey County,Mann Packing,2019.0,1,1.7,GE Wind,GE1.7-100,80.0,100.0,-121.45358,36.50396,False
33018,NY,Lewis County,Maple Ridge,2006.0,112,184.8,Vestas,V82-1.65,80.0,82.0,-75.5129,43.71759,False
33133,NY,Lewis County,Maple Ridge (Lowville),2005.0,83,136.95,Vestas,V82-1.65,80.0,82.0,-75.5962,43.82629,False
33216,NY,Clinton County,Marble River,2012.0,70,215.25,Vestas,V112-3.075,94.0,112.0,-73.9402,44.97389,False
33286,WA,Columbia County,Marengo I,2007.0,78,140.4,Vestas,V80-1.8,67.0,80.0,-117.76209,46.38469,False
33364,WA,Columbia County,Marengo II,2008.0,39,70.2,Vestas,V80-1.8,67.0,80.0,-117.85769,46.36369,False
33403,OH,Erie County,Margaretta Elementary School,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-82.78713,41.39634,False
33404,TX,Parmer County,Mariah North Wind,2016.0,96,230.4,GE Wind,GE2.4-107,80.0,107.0,-102.66559,34.71565,False
33500,MA,Essex County,Mark Richey Woodworking,2009.0,1,0.6,Elecon,T-600-48DS,65.0,48.0,-70.8807,42.80289,False
33501,ME,Aroostook County,Mars Hill,2007.0,22,33.0,GE Wind,GE1.5-77,80.0,77.0,-67.8085,46.55219,False
33529,NY,Steuben County,Marsh Hill,2014.0,10,16.2,GE Wind,GE1.62-103,80.0,103.0,-77.50868,42.17688,False
33539,MN,Lyon County,Marshall,2008.0,9,18.9,Suzlon,S88,79.0,88.0,-95.82969,44.33079,False
33548,KS,Marshall County,Marshall Wind Energy,2016.0,36,72.0,Vestas,V110-2.0,95.0,110.0,-96.37238,39.86112,False
33584,MT,Wheatland County,Martinsdale Colony South,2007.0,8,2.0,Mitsubishi,250KW,,,-110.27179,46.49611,False
33592,MT,Wheatland County,Martinsdale Wind Farm,2005.0,11,0.72,Nordtank,65kW,22.8,16.5,-110.27178,46.4987,False
33603,IA,Cerro Gordo County,Mason City Wind,2020.0,3,7.94,GE Wind,GE 2.3-116,80.0,116.0,-93.10042,43.14458,False
33606,IA,Delaware County,Mason Wind LLC Dyersville,2017.0,3,6.0,HZ Windpower,H111-2000,80.0,111.0,-91.22488,42.49394,False
33609,IA,Fayette County,Mason Wind LLC Fairbank,2017.0,3,6.0,HZ Windpower,H111-2000,80.0,111.0,-92.02094,42.64363,False
33612,IA,Cerro Gordo County,Mason Wind LLC Mason City,2017.0,5,10.0,HZ Windpower,H111-2000,80.0,111.0,-93.22913,43.09909,False
33617,IA,Dallas County,Mason Wind LLC Perry,2017.0,3,6.0,HZ Windpower,H111-2000,80.0,111.0,-94.08063,41.81881,False
33620,MA,Barnstable County,Massachusetts Maritime Academy,2006.0,1,0.66,Vestas,V47-0.66,50.0,47.0,-70.6238,41.74139,False
33621,MA,Barnstable County,Massachusetts National Cemetery,2010.0,1,0.05,Endurance,E-3120,,,-70.5846,41.67309,False
33622,TX,Concho County,Maverick Creek,2020.0,127,491.6,Vestas,V150-4.2,105.0,150.0,-99.84844,31.25972,False
33749,TX,Dickens County,McAdoo,2008.0,100,150.0,GE Wind,GE1.5-77,80.0,77.0,-101.02199,33.80219,False
33849,CA,Marin County,McEvoy Ranch,2009.0,1,0.23,Norwin,29-STALL-225,30.0,29.1,-122.67967,38.15757,False
33850,WY,Albany County,McFadden Ridge,2009.0,19,28.5,GE Wind,GE1.85-91,80.0,91.0,-106.02749,41.65599,False
33866,MN,Dodge County,McNeilus,2003.0,24,22.8,NEG Micon,NM54,70.0,54.0,-92.85474,43.97206,False
33870,MI,Huron County,McKinley Wind Park,2012.0,9,14.4,GE Wind,GE1.6-100,100.0,100.0,-83.26513,43.88063,False
33925,ID,Bonneville County,Meadow Creek,2012.0,57,119.7,Suzlon,S97,90.0,97.0,-111.81289,43.5585,False
33983,IN,White County,Meadow Lake,2009.0,121,199.65,Vestas,V82-1.65,80.0,82.0,-86.94969,40.69039,False
34104,IN,White County,Meadow Lake II,2010.0,66,99.0,Acciona,AW82/1500,80.0,82.0,-87.0833,40.63009,False
34170,IN,White County,Meadow Lake III,2010.0,69,103.5,GE Wind,GE1.5-77,80.0,77.0,-87.0453,40.61419,False
34239,IN,White County,Meadow Lake IV,2010.0,47,98.7,Suzlon,S88,79.0,88.0,-87.0844,40.67139,False
34287,IN,White County,Meadow Lake V,2017.0,50,100.0,Vestas,V110-2.0,95.0,110.0,-86.99719,40.69691,False
34337,IN,Benton County,Meadow Lake VI,2018.0,61,200.4,Vestas,V136-3.6,105.0,136.0,-87.11344,40.73235,False
34398,IA,Adair County,Meadow Ridge,2012.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-94.44629,41.3901,False
34399,WY,Carbon County,Medicine Bow,2000.0,2,1.32,Vestas,V47-0.71,50.0,47.0,-106.23991,41.82945,False
34401,PA,Wyoming County,Mehoopany,2012.0,88,140.8,GE Wind,GE1.6-82.5,80.0,82.5,-76.0705,41.51919,False
34490,IL,Lee County,Mendota Hills Repowering,2019.0,29,76.13,Siemens Gamesa Renewable Energy,SG-2.625-126,84.0,126.0,-89.08776,41.70278,False
34519,KS,Cloud County,Meridian Way,2008.0,35,105.0,Vestas,V90-3.0,80.0,90.0,-97.5622,39.42629,False
34554,KS,Cloud County,Meridian Way II,2008.0,32,96.0,Vestas,V90-3.0,80.0,90.0,-97.74669,39.43369,False
34586,ND,McIntosh County,Merricourt,2020.0,75,150.0,Vestas,V110-2.0,80.0,110.0,-99.00593,46.10541,False
34661,NM,Quay County,Mesalands,2008.0,1,1.5,GE Wind,GE1.5-77,80.0,77.0,-103.73899,35.16969,False
34662,TX,Dawson County,Mesquite Creek,2015.0,118,211.22,GE Wind,GE1.79-100,80.0,100.0,-101.69639,32.6928,False
34688,TX,Starr County,Mesteño,2019.0,56,201.6,Vestas,V136-3.6,112.0,136.0,-98.71173,26.51774,False
34781,TX,Fisher County,Mesquite Star,2020.0,118,418.9,Siemens Gamesa Renewable Energy,SG-3.465-132,101.5,132.0,-100.56873,32.55005,False
34888,IL,Cook County,Method Manufacturing Plant,2015.0,1,0.6,NEG Micon,NM48,45.0,48.0,-87.60146,41.69806,False
34889,MN,Sherburne County,"Metro Wind, LLC",2001.0,1,0.66,Vestas,V47-0.66,65.0,47.0,-93.56069,45.37879,False
34890,PA,Somerset County,Meyersdale,2003.0,20,30.0,GE Wind,GE1.5-70.5,80.0,70.5,-79.0055,39.78659,False
34910,TX,Roberts County,Miami,2014.0,156,288.6,GE Wind,GE1.85-87,80.0,87.0,-100.54297,35.64813,False
35068,MI,Huron County,Michigan Wind I,2008.0,46,69.0,GE Wind,GE1.5-77,80.0,77.0,-82.9815,43.71259,False
35114,MI,Sanilac County,Michigan Wind II,2011.0,50,90.0,Vestas,V100-1.8,95.0,100.0,-82.7151,43.65139,False
35164,TX,San Patricio County,Midway,2019.0,47,162.86,Siemens Gamesa Renewable Energy,SG-3.465-132,84.0,132.0,-97.33358,27.95301,False
35211,UT,Beaver County,Milford Phase I,2009.0,97,203.5,Clipper,C99,80.0,99.0,-112.92259,38.53149,False
35308,UT,Millard County,Milford Phase II,2011.0,68,102.0,GE Wind,GE1.5-77,80.0,77.0,-112.89928,38.59819,False
35376,PA,Fayette County,Mill Run Wind,2001.0,10,15.0,Enron,E1.5-70.5,70.0,70.5,-79.38557,39.92973,False
35377,PA,Fayette County,Mill Run Windpower LLC,2001.0,10,15.0,GE Wind,GE1.5-70.5,65.0,70.5,-79.3918,39.91819,False
35386,NE,Saline County,Milligan 1,2020.0,68,162.25,Siemens Gamesa Renewable Energy,SG-2.75-129,87.0,129.0,-97.25078,40.47529,False
35452,NM,Roosevelt County,Milo,2016.0,16,31.65,Vestas,V100-2.0,80.0,100.0,-103.30729,33.89631,False
35455,ID,Cassia County,Milner Dam,2011.0,13,19.5,GE Wind,GE1.5-82.5,80.0,82.5,-114.01909,42.4562,False
35492,MN,Rock County,MinWind I & II,2002.0,4,3.8,NEG Micon,NM54,70.0,54.0,-96.30679,43.55679,False
35496,MN,Rock County,MinWind III-IX,2004.0,7,11.55,NEG Micon,NM82,70.0,82.0,-96.39379,43.64769,False
35503,OK,Grady County,Minco II,2011.0,63,100.8,GE Wind,GE1.6-82.5,80.0,82.5,-98.07369,35.32369,False
35566,OK,Canadian County,Minco III,2012.0,63,100.8,GE Wind,GE1.6-100,80.0,100.0,-98.11959,35.40509,False
35629,OK,Canadian County,Minco IV,2018.0,61,129.88,GE Wind,GE2.3-116,90.0,116.0,-98.26059,35.39527,False
35688,OK,Grady County,Minco Wind,2010.0,62,99.2,GE Wind,GE1.6-82.5,80.0,82.5,-98.03589,35.2823,False
35750,MI,Sanilac County,Minden Wind Park,2012.0,20,32.0,GE Wind,GE1.6-100,96.0,100.0,-82.8071,43.62189,False
35770,SD,Brookings County,Minn-Dakota,2007.0,36,54.0,GE Wind,GE1.5-77,80.0,77.0,-96.47679,44.32829,False
35871,MN,Murray County,Minnesota Wind Share,2006.0,3,5.4,Suzlon,S88,79.0,88.0,-95.97669,43.95739,False
35874,ND,Nelson County,Minnkota Power Cooperative,2002.0,1,0.9,NEG Micon,,,,-97.93099,48.00879,False
35875,IL,Woodford County,Minonk,2012.0,100,200.0,Gamesa,G90-2.0,100.0,90.0,-88.95589,40.85149,False
35977,MN,Nobles County,Missouri River Energy Services (MRES),2002.0,4,3.6,NEG Micon,NM52,70.0,52.0,-95.67889,43.62269,False
35983,OR,Gilliam County,Montague,2019.0,56,200.85,Vestas,V126-3.45,87.0,126.0,-120.11301,45.57554,False
36039,CA,Solano County,Montezuma,2010.0,16,36.8,Siemens,SWT-2.3-93,80.0,93.0,-121.79279,38.16259,False
36055,CA,Solano County,Montezuma Winds II,2012.0,34,78.2,Siemens,SWT-2.3-93,80.0,93.0,-121.80959,38.11689,False
36090,WI,Iowa County,Montfort Wind Farm,2001.0,20,30.0,GE Wind,GE1.5-70.5,65.0,70.5,-90.36797,42.96304,False
36110,MN,Clay County,Moorhead,2001.0,2,1.5,NEG Micon,NM48/750,55.0,48.0,-96.72736,46.89516,False
36111,MN,Murray County,Moraine II,2009.0,33,49.5,GE Wind,GE1.5-77,80.0,77.0,-96.05589,44.12649,False
36144,MN,Murray County,Moraine Wind Power project,2003.0,34,51.0,GE Wind,GE1.5-70.5,65.0,70.5,-96.06289,44.08859,False
36178,IA,Adair County,Morning Light,2012.0,44,101.2,Siemens,SWT-2.3-108,80.0,108.0,-94.57769,41.40789,False
36222,MN,Murray County,"Moulton, Chandler Hills Wind Farm Phase II",2001.0,3,1.98,Vestas,V47-0.66,65.0,47.0,-95.95059,43.89969,False
36225,MA,Norfolk County,Mount St. Mary's Abbey,2009.0,1,0.1,,,,,-71.3937,42.04249,False
36226,MA,Worcester County,Mount Wachusett Wind Farm,2009.0,2,3.0,Fuhrlander,FL1500,70.0,77.0,-71.9842,42.58859,False
36228,CO,Weld County,Mountain Breeze,2020.0,62,171.72,GE Wind,GE2.82-127,89.0,127.0,-103.99306,40.99707,False
36290,ID,Elmore County,Mountain Home,2009.0,20,42.0,Suzlon,S88,79.0,88.0,-115.46779,43.02449,False
36310,MN,Cottonwood County,Mountain Lake Wind,2007.0,1,1.25,Suzlon,S64-1.25,,64.0,-94.94338,43.94055,False
36311,TX,Ellis County,Mountain Peak Special Utility District,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-97.02425,32.42145,False
36312,NH,Coos County,Mountain View Grand,2009.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-71.5903,44.39879,False
36313,CA,Riverside County,Mountain View IV,2012.0,49,49.0,Mitsubishi,MWT62/1.0,60.0,61.4,-116.56449,33.8773,False
36362,CA,Riverside County,Mountain View Power Partners I & II,2001.0,111,66.6,Mitsubishi,MWT600,55.0,45.0,-116.60037,33.90549,False
36471,CA,Riverside County,Mountain View Power Partners III,2003.0,34,22.44,Vestas,V47-0.66,60.0,47.0,-116.59159,33.9141,False
36504,WY,Uinta County,Mountain Wind I,2008.0,29,60.9,Suzlon,S88,79.0,88.0,-110.51859,41.2847,False
36533,WY,Uinta County,Mountain Wind II,2008.0,38,79.8,Suzlon,S88,79.0,88.0,-110.56179,41.27609,False
36571,WV,Tucker County,Mountaineer Wind Energy Center (Thomas),2002.0,44,66.0,NEG Micon,NM72,70.0,72.0,-79.515,39.20759,False
36615,MN,Mower County,Mower County Wind Energy Center,2006.0,43,98.9,Siemens,SWT-2.3-93,80.0,93.0,-92.53456,43.62732,False
36659,TX,Kent County,Mozart,2012.0,12,30.0,Nordex,N100,80.0,100.0,-100.52149,32.9946,False
36671,NY,Madison County,Munnsville,2007.0,23,34.5,GE Wind,GE1.5-77,80.0,77.0,-75.5704,42.89749,False
36694,MT,Wheatland County,Musselshell I,2012.0,7,10.0,Goldwind,GW87,75.0,87.0,-109.47179,46.28699,False
36701,MT,Wheatland County,Musselshell II,2012.0,7,10.0,Goldwind,GW87,75.0,87.0,-109.49489,46.26619,False
